,location,bhk,total_sqft,bath,price,price_per_sqft
389,Ambedkar Nagar,2,1425.0,2.0,94.0,6596.491228070176
390,Ambedkar Nagar,3,2395.0,4.0,150.0,6263.048016701461
391,Amruthahalli,2,900.0,2.0,40.0,4444.444444444444
392,Amruthahalli,2,1200.0,2.0,55.0,4583.333333333333
393,Amruthahalli,3,1900.0,3.0,135.0,7105.263157894737
394,Amruthahalli,2,924.0,2.0,45.0,4870.12987012987
395,Amruthahalli,2,900.0,2.0,60.0,6666.666666666667
396,Amruthahalli,2,1100.0,2.0,45.0,4090.909090909091
397,Amruthahalli,2,1200.0,2.0,55.0,4583.333333333333
398,Amruthahalli,3,1350.0,2.0,63.0,4666.666666666667
399,Amruthahalli,3,1605.0,3.0,65.0,4049.8442367601247
400,Amruthahalli,3,1700.0,3.0,77.0,4529.411764705882
401,Amruthahalli,3,1450.0,2.0,85.0,5862.068965517241
402,Amruthahalli,2,1200.0,2.0,55.0,4583.333333333333
403,Amruthahalli,2,1250.0,2.0,79.0,6320.0
404,Amruthahalli,2,1190.0,2.0,50.0,4201.680672268908
405,Amruthahalli,2,1202.0,2.0,65.0,5407.65391014975
406,Amruthahalli,2,1340.0,2.0,75.0,5597.014925373134
407,Amruthahalli,3,2650.0,4.0,175.0,6603.773584905661
408,Amruthahalli,3,1450.0,2.0,90.0,6206.896551724138
409,Amruthahalli,2,1025.0,2.0,42.0,4097.5609756097565
410,Amruthahalli,1,485.0,1.0,19.5,4020.618556701031
411,Anandapura,2,1167.0,2.0,43.76,3749.7857754927163
412,Anandapura,2,1000.0,2.0,55.0,5500.0
413,Anandapura,2,1141.0,2.0,42.79,3750.219106047327
414,Anandapura,3,1576.0,3.0,59.1,3750.0
415,Anandapura,2,1200.0,2.0,67.0,5583.333333333333
416,Anandapura,2,1200.0,2.0,58.0,4833.333333333333
417,Anandapura,2,1151.0,2.0,43.1,3744.5699391833186
418,Anandapura,2,1141.0,2.0,42.75,3746.7134092900965
419,Anandapura,2,900.0,2.0,48.0,5333.333333333333
420,Anandapura,4,1749.0,4.0,90.0,5145.797598627787
421,Anandapura,2,1151.0,2.0,42.9,3727.193744569939
422,Anandapura,3,1576.0,3.0,58.0,3680.203045685279
423,Anandapura,2,1250.0,2.0,45.0,3600.0
424,Anandapura,2,1151.0,2.0,43.16,3749.7827975673326
425,Anandapura,2,1200.0,2.0,58.0,4833.333333333333
426,Anandapura,3,1200.0,2.0,66.0,5500.0
427,Anandapura,3,1415.0,2.0,74.0,5229.681978798587
428,Anandapura,2,1200.0,2.0,50.0,4166.666666666667
429,Anandapura,2,1141.0,2.0,50.0,4382.120946538124
430,Anandapura,3,1576.0,3.0,58.7,3724.6192893401017
431,Ananth Nagar,1,500.0,1.0,14.0,2800.0
432,Ananth Nagar,2,1100.0,2.0,31.5,2863.6363636363635
433,Ananth Nagar,2,982.0,2.0,24.55,2500.0
434,Ananth Nagar,1,500.0,2.0,14.0,2800.0
435,Ananth Nagar,2,900.0,2.0,22.5,2500.0
436,Ananth Nagar,2,908.0,2.0,26.0,2863.4361233480176
437,Ananth Nagar,2,870.0,2.0,36.0,4137.931034482759
438,Ananth Nagar,2,937.0,2.0,35.0,3735.325506937033
439,Ananth Nagar,2,960.0,2.0,37.0,3854.1666666666665
440,Ananth Nagar,1,500.0,1.0,14.0,2800.0
441,Ananth Nagar,2,1000.0,2.0,29.7,2970.0
442,Ananth Nagar,2,850.0,2.0,25.99,3057.6470588235293
443,Ananth Nagar,2,902.0,2.0,25.26,2800.4434589800444
444,Ananth Nagar,3,1470.0,3.0,54.0,3673.469387755102
445,Ananth Nagar,2,810.0,2.0,25.5,3148.1481481481483
446,Ananth Nagar,2,890.0,2.0,27.0,3033.7078651685392
447,Ananth Nagar,2,1200.0,2.0,36.0,3000.0
448,Ananth Nagar,3,1319.0,3.0,37.75,2862.016679302502
449,Ananth Nagar,3,1319.0,3.0,42.0,3184.230477634572
450,Ananth Nagar,2,1000.0,2.0,25.0,2500.0
451,Ananth Nagar,2,902.0,2.0,25.0,2771.6186252771618
452,Ananth Nagar,2,930.0,2.0,25.99,2794.6236559139784
453,Ananth Nagar,2,1074.0,2.0,26.85,2500.0
454,Ananth Nagar,1,500.0,1.0,14.0,2800.0
455,Ananth Nagar,2,1010.0,2.0,38.0,3762.3762376237623
456,Ananth Nagar,2,992.0,2.0,24.8,2500.0
457,Anekal,2,1200.0,1.0,36.0,3000.0
458,Anekal,2,656.0,2.0,22.0,3353.6585365853657
459,Anekal,2,620.0,2.0,22.0,3548.3870967741937
460,Anekal,1,600.0,1.0,16.5,2750.0
461,Anekal,2,925.0,2.0,40.0,4324.324324324324
462,Anekal,1,530.0,1.0,18.0,3396.2264150943397
463,Anekal,3,1800.0,3.0,68.0,3777.777777777778
464,Anekal,2,1200.0,1.0,36.0,3000.0
465,Anekal,1,351.0,1.0,16.0,4558.404558404558
466,Anekal,2,1035.0,2.0,38.3,3700.483091787439
467,Anekal,2,888.0,2.0,34.0,3828.828828828829
468,Anekal,2,1200.0,2.0,36.1,3008.3333333333335
469,Anekal,2,700.0,1.0,19.4,2771.428571428571
470,Anekal,2,1200.0,1.0,36.0,3000.0
471,Anekal,4,1200.0,2.0,36.0,3000.0
472,Anekal,2,766.0,2.0,28.0,3655.3524804177546
473,Anekal,3,967.0,2.0,45.0,4653.567735263702
474,Anekal,2,620.0,1.0,23.5,3790.3225806451615
475,Anekal,3,1150.0,3.0,45.0,3913.0434782608695
476,Anekal,2,1200.0,1.0,36.0,3000.0
477,Anekal,2,1200.0,1.0,36.0,3000.0
478,Anekal,1,400.0,1.0,11.5,2875.0
479,Anekal,1,456.0,1.0,15.0,3289.4736842105262
480,Anekal,2,1200.0,1.0,36.0,3000.0
481,Anekal,2,1200.0,1.0,36.0,3000.0
482,Anekal,3,2400.0,4.0,95.0,3958.3333333333335
483,Anekal,2,1200.0,2.0,36.1,3008.3333333333335
484,Anekal,2,1200.0,2.0,36.1,3008.3333333333335
485,Anekal,2,680.0,1.0,21.0,3088.235294117647
486,Anekal,1,420.0,1.0,12.5,2976.190476190476
487,Anekal,2,614.0,1.0,28.0,4560.260586319218
488,Anekal,2,1140.0,2.0,52.0,4561.403508771929
489,Anekal,2,625.0,1.0,25.0,4000.0
490,Anjanapura,4,1850.0,4.0,86.0,4648.648648648648
491,Anjanapura,2,1070.0,2.0,39.0,3644.8598130841124
492,Anjanapura,3,1500.0,3.0,121.0,8066.666666666667
493,Anjanapura,2,1070.0,2.0,37.0,3457.9439252336447
494,Anjanapura,2,950.0,2.0,40.0,4210.526315789473
495,Anjanapura,3,1280.0,2.0,45.0,3515.625
496,Anjanapura,2,710.0,2.0,25.0,3521.1267605633802
497,Anjanapura,3,1347.0,2.0,37.72,2800.2969561989607
498,Anjanapura,2,950.0,2.0,32.0,3368.4210526315787
499,Anjanapura,4,1800.0,4.0,55.0,3055.5555555555557
500,Anjanapura,3,1843.0,3.0,87.54,4749.864351600651
501,Anjanapura,2,1076.0,2.0,30.13,2800.185873605948
502,Anjanapura,2,950.0,2.0,30.0,3157.8947368421054
503,Ardendale,3,1750.0,3.0,100.0,5714.285714285715
504,Ardendale,4,3198.0,4.0,200.0,6253.908692933083
505,Ardendale,4,2422.0,4.0,160.0,6606.110652353427
506,Ardendale,3,1750.0,3.0,100.0,5714.285714285715
507,Ardendale,4,3200.0,4.0,205.0,6406.25
508,Ardendale,3,1728.0,3.0,95.0,5497.685185185185
509,Ardendale,4,2062.0,3.0,140.0,6789.524733268671
510,Ardendale,3,1732.46,3.0,92.0,5310.367916142364
511,Ardendale,4,2062.0,3.0,150.0,7274.4907856450045
512,Ardendale,4,2800.0,4.0,140.0,5000.0
513,Ardendale,2,1224.0,2.0,70.0,5718.954248366013
514,Ardendale,3,1777.26,3.0,105.0,5907.970696465346
515,Ardendale,3,1650.0,3.0,82.0,4969.69696969697
516,Ardendale,4,2062.0,3.0,140.0,6789.524733268671
517,Ardendale,3,1650.0,3.0,82.0,4969.69696969697
518,Ardendale,2,1224.0,2.0,67.0,5473.856209150327
519,Ardendale,3,1723.0,3.0,95.0,5513.6390017411495
520,Ardendale,3,1777.26,3.0,89.0,5007.7084950991975
521,Ardendale,3,1777.26,3.0,92.0,5176.507657855351
522,Arekere,3,2060.0,3.0,140.0,6796.116504854369
523,Arekere,2,920.0,2.0,40.0,4347.826086956522
524,Arekere,3,1740.0,2.0,95.0,5459.770114942528
525,Arekere,2,1190.0,2.0,55.0,4621.848739495798
526,Arekere,1,600.0,1.0,28.0,4666.666666666667
527,Arekere,3,2072.0,3.0,108.0,5212.355212355213
528,Arekere,2,1100.0,2.0,55.0,5000.0
529,Arekere,2,900.0,2.0,50.0,5555.555555555556
530,Arekere,4,2710.0,6.0,142.0,5239.852398523985
531,Arekere,2,1240.0,2.0,60.0,4838.709677419355
532,Arekere,2,900.0,2.0,44.5,4944.444444444444
533,Attibele,1,450.0,1.0,11.0,2444.4444444444443
534,Attibele,4,1600.0,4.0,52.8,3300.0
535,Attibele,2,656.0,2.0,25.0,3810.9756097560976
536,Attibele,1,400.0,1.0,11.0,2750.0
537,Attibele,1,400.0,1.0,12.0,3000.0
538,Attibele,1,400.0,1.0,14.0,3500.0
539,Attibele,1,500.0,1.0,17.0,3400.0
540,Attibele,4,2168.0,4.0,95.0,4381.918819188192
541,Attibele,1,395.0,1.0,10.25,2594.9367088607596
542,Attibele,1,420.0,1.0,17.0,4047.6190476190477
543,Attibele,3,1639.0,2.0,40.98,2500.305064063453
544,Attibele,1,418.0,1.0,12.0,2870.813397129187
545,Attibele,2,1200.0,2.0,42.0,3500.0
546,Attibele,1,400.0,1.0,10.0,2500.0
547,Attibele,2,695.0,1.0,25.0,3597.122302158273
548,Attibele,2,850.0,1.0,25.0,2941.176470588235
549,Attibele,3,2400.0,3.0,120.0,5000.0
550,Attibele,1,450.0,1.0,12.5,2777.777777777778
551,Attibele,2,995.0,1.0,24.88,2500.502512562814
552,Attibele,2,900.0,1.0,25.0,2777.777777777778
553,Attibele,2,1174.0,2.0,29.35,2500.0
554,Attibele,1,782.0,1.0,19.55,2500.0
555,Attibele,2,1175.0,2.0,29.38,2500.425531914894
556,Attibele,2,656.0,2.0,25.0,3810.9756097560976
557,Attibele,1,400.0,1.0,11.5,2875.0
558,Attibele,1,460.0,1.0,13.0,2826.086956521739
559,Attibele,1,418.0,2.0,11.5,2751.196172248804
560,Attibele,2,1000.0,2.0,42.0,4200.0
561,Attibele,1,550.0,1.0,11.5,2090.909090909091
562,Attibele,2,996.0,2.0,24.9,2500.0
563,Attibele,1,410.0,1.0,10.0,2439.0243902439024
564,Attibele,3,1700.0,3.0,65.0,3823.529411764706
565,Attibele,1,400.0,1.0,10.25,2562.5
566,Attibele,2,656.0,2.0,25.0,3810.9756097560976
567,Attibele,3,1500.0,3.0,90.0,6000.0
568,Attibele,1,520.0,1.0,15.0,2884.6153846153848
569,BEML Layout,2,1060.0,2.0,55.0,5188.679245283019
570,BEML Layout,3,2000.0,3.0,85.0,4250.0
571,BEML Layout,2,999.0,2.0,45.0,4504.504504504504
572,BEML Layout,5,2400.0,4.0,225.0,9375.0
573,BEML Layout,3,2000.0,2.0,85.0,4250.0
574,BEML Layout,2,1194.0,2.0,65.0,5443.886097152429
575,BEML Layout,2,1200.0,2.0,67.0,5583.333333333333
576,BEML Layout,2,2400.0,2.0,228.0,9500.0
577,BEML Layout,3,2000.0,3.0,85.0,4250.0
578,BEML Layout,3,2000.0,3.0,85.0,4250.0
579,BEML Layout,2,1194.0,2.0,65.0,5443.886097152429
580,BTM 2nd Stage,3,1260.0,5.0,185.0,14682.539682539682
581,BTM 2nd Stage,2,950.0,2.0,52.0,5473.684210526316
582,BTM 2nd Stage,3,1850.0,3.0,170.0,9189.18918918919
583,BTM 2nd Stage,2,1200.0,2.0,80.0,6666.666666666667
584,BTM 2nd Stage,2,1274.0,2.0,70.0,5494.505494505494
585,BTM 2nd Stage,3,1250.0,3.0,50.0,4000.0
586,BTM 2nd Stage,2,1070.0,2.0,48.0,4485.981308411215
587,BTM 2nd Stage,2,1280.0,2.0,80.0,6250.0
588,BTM 2nd Stage,2,1100.0,2.0,70.0,6363.636363636364
589,BTM 2nd Stage,2,1000.0,2.0,58.0,5800.0
590,BTM 2nd Stage,5,2990.0,5.0,416.0,13913.04347826087
591,BTM 2nd Stage,2,1265.0,2.0,55.0,4347.826086956522
592,BTM 2nd Stage,3,2200.0,3.0,220.0,10000.0
593,BTM 2nd Stage,3,2780.0,4.0,325.0,11690.647482014389
594,BTM 2nd Stage,3,2400.0,2.0,360.0,15000.0
595,BTM 2nd Stage,2,965.0,2.0,56.0,5803.108808290155
596,BTM 2nd Stage,2,1147.0,2.0,75.0,6538.7968613775065
597,BTM 2nd Stage,3,1750.0,3.0,172.0,9828.57142857143
598,BTM 2nd Stage,2,1400.0,2.0,90.0,6428.571428571428
599,BTM 2nd Stage,2,1200.0,2.0,70.0,5833.333333333333
600,BTM 2nd Stage,2,1100.0,2.0,47.0,4272.727272727273
601,BTM 2nd Stage,2,930.0,2.0,46.0,4946.236559139785
602,BTM 2nd Stage,3,1265.0,2.0,55.0,4347.826086956522
603,BTM 2nd Stage,3,2500.0,3.0,345.0,13800.0
604,BTM Layout,2,1150.0,2.0,63.0,5478.260869565217
605,BTM Layout,6,3300.0,6.0,165.0,5000.0
606,BTM Layout,3,1450.0,2.0,81.0,5586.206896551724
607,BTM Layout,3,1776.0,2.0,75.0,4222.972972972973
608,BTM Layout,3,1458.0,3.0,79.0,5418.38134430727
609,BTM Layout,2,935.0,2.0,51.5,5508.0213903743315
610,BTM Layout,2,1020.0,2.0,46.5,4558.823529411765
611,BTM Layout,3,1600.0,3.0,112.0,7000.0
612,BTM Layout,3,1300.0,2.0,75.0,5769.2307692307695
613,BTM Layout,3,1540.0,2.0,78.0,5064.935064935065
614,BTM Layout,1,450.0,1.0,20.0,4444.444444444444
615,BTM Layout,2,1196.0,2.0,56.81,4750.0
616,BTM Layout,3,1470.0,2.0,99.0,6734.693877551021
617,Babusapalaya,3,1358.0,2.0,43.4,3195.8762886597938
618,Babusapalaya,3,1213.0,2.0,41.39,3412.201154163232
619,Babusapalaya,3,1611.0,2.0,66.0,4096.83426443203
620,Babusapalaya,3,1167.0,2.0,39.98,3425.8783204798624
621,Babusapalaya,3,1675.0,3.0,75.0,4477.611940298508
622,Babusapalaya,2,1141.0,2.0,46.0,4031.5512708150745
623,Babusapalaya,2,1500.0,2.0,57.0,3800.0
624,Babusapalaya,3,1453.0,2.0,43.59,3000.0
625,Babusapalaya,2,1050.0,2.0,45.0,4285.714285714285
626,Babusapalaya,2,1141.0,2.0,45.9,4022.787028921998
627,Babusapalaya,3,1358.0,2.0,43.1,3173.784977908689
628,Babusapalaya,3,1230.0,3.0,53.0,4308.943089430894
629,Babusapalaya,2,1105.0,2.0,40.0,3619.9095022624433
630,Babusapalaya,3,1410.0,2.0,65.0,4609.929078014185
631,Babusapalaya,2,1450.0,2.0,55.99,3861.3793103448274
632,Babusapalaya,2,1100.0,2.0,38.0,3454.5454545454545
633,Babusapalaya,3,1213.0,2.0,36.37,2998.3511953833467
634,Babusapalaya,2,1061.0,2.0,33.84,3189.4439208294066
635,Babusapalaya,2,1061.0,2.0,38.95,3671.065032987748
636,Babusapalaya,2,1061.0,2.0,34.0,3204.5240339302545
637,Babusapalaya,2,1245.0,2.0,58.0,4658.634538152611
638,Badavala Nagar,3,1494.0,2.0,94.55,6328.647925033467
639,Badavala Nagar,2,1274.0,2.0,81.0,6357.9277864992155
640,Badavala Nagar,3,1842.0,3.0,115.0,6243.213897937025
641,Badavala Nagar,3,1494.0,2.0,94.55,6328.647925033467
642,Badavala Nagar,2,1274.0,2.0,81.0,6357.9277864992155
643,Badavala Nagar,3,1494.0,2.0,94.55,6328.647925033467
644,Badavala Nagar,3,1842.0,3.0,115.0,6243.213897937025
645,Badavala Nagar,3,1842.0,3.0,115.0,6243.213897937025
646,Badavala Nagar,3,1842.0,3.0,115.0,6243.213897937025
647,Balagere,2,1210.0,2.0,80.9,6685.950413223141
648,Balagere,2,1210.0,2.0,72.0,5950.413223140496
649,Balagere,2,1205.0,2.0,78.5,6514.522821576764
650,Balagere,1,790.5,1.0,41.9,5300.44275774826
651,Balagere,2,1145.0,2.0,65.0,5676.855895196507
652,Balagere,2,1012.0,2.0,54.59,5394.268774703557
653,Balagere,2,1020.07,2.0,68.38,6703.461527150097
654,Balagere,2,1205.47,2.0,81.0,6719.370867794304
655,Balagere,2,1007.0,2.0,65.0,6454.816285998014
656,Balagere,2,1205.0,2.0,70.0,5809.128630705394
657,Balagere,2,1210.0,2.0,74.0,6115.702479338843
658,Balagere,2,1210.0,2.0,83.0,6859.504132231405
659,Balagere,1,675.0,1.0,45.0,6666.666666666667
660,Balagere,1,656.0,1.0,43.0,6554.878048780488
661,Balagere,2,1012.0,2.0,54.59,5394.268774703557
662,Balagere,2,1012.0,2.0,64.0,6324.110671936759
663,Balagere,2,1007.0,2.0,62.0,6156.901688182721
664,Balagere,2,1007.0,2.0,67.0,6653.4260178748755
665,Balagere,2,1007.0,2.0,66.0,6554.121151936445
666,Balagere,2,1205.0,2.0,63.86,5299.585062240664
667,Balagere,2,1012.0,2.0,53.58,5294.466403162055
668,Balagere,1,645.0,1.0,34.18,5299.224806201551
669,Balagere,2,1007.0,2.0,53.0,5263.1578947368425
670,Balagere,2,1210.0,2.0,69.0,5702.479338842975
671,Balagere,1,790.5,1.0,42.295,5350.411132194813
672,Balagere,2,1012.0,2.0,65.0,6422.924901185771
673,Balagere,1,656.0,1.0,38.77,5910.0609756097565
674,Balagere,1,645.0,1.0,39.0,6046.511627906977
675,Balagere,1,645.0,1.0,41.0,6356.589147286822
676,Balagere,2,1210.0,2.0,82.0,6776.859504132231
677,Balagere,1,656.0,1.0,34.77,5300.304878048782
678,Balagere,2,1205.0,2.0,73.87,6130.290456431535
679,Balagere,2,1012.0,2.0,70.0,6916.99604743083
680,Balagere,2,1007.0,2.0,68.0,6752.730883813307
681,Balagere,2,1205.0,2.0,67.0,5560.165975103734
682,Balagere,2,1205.0,2.0,79.0,6556.016597510374
683,Balagere,2,1012.0,2.0,68.0,6719.367588932806
684,Banashankari,3,1200.0,2.0,42.0,3500.0
685,Banashankari,2,1077.0,2.0,37.64,3494.8932219127205
686,Banashankari,3,1470.0,2.0,88.64,6029.931972789115
687,Banashankari,3,1300.0,2.0,75.0,5769.2307692307695
688,Banashankari,3,1800.0,3.0,115.0,6388.888888888889
689,Banashankari,2,1125.0,2.0,63.0,5600.0
690,Banashankari,3,1340.0,2.0,53.6,4000.0
691,Banashankari,2,1310.0,2.0,80.0,6106.8702290076335
692,Banashankari,3,2600.0,4.0,135.0,5192.307692307692
693,Banashankari,3,1900.0,2.0,170.0,8947.368421052632
694,Banashankari,2,1260.0,2.0,75.0,5952.380952380952
695,Banashankari,2,1170.0,2.0,46.79,3999.1452991452993
696,Banashankari,4,2500.0,4.0,95.0,3800.0
697,Banashankari,3,1350.0,2.0,83.0,6148.148148148148
698,Banashankari,3,1425.0,3.0,49.88,3500.3508771929824
699,Banashankari,2,1330.0,2.0,78.0,5864.661654135339
700,Banashankari,3,1400.0,2.0,78.0,5571.428571428572
701,Banashankari,3,1700.0,3.0,125.0,7352.941176470588
702,Banashankari,2,1020.0,2.0,40.79,3999.0196078431372
703,Banashankari,2,1600.0,2.0,63.98,3998.75
704,Banashankari,2,1041.0,2.0,36.44,3500.480307396734
705,Banashankari,1,2400.0,1.0,200.0,8333.333333333334
706,Banashankari,2,1390.0,2.0,86.0,6187.050359712231
707,Banashankari,2,1460.0,2.0,70.0,4794.520547945205
708,Banashankari,2,1200.0,2.0,60.0,5000.0
709,Banashankari,2,1290.0,2.0,80.0,6201.550387596899
710,Banashankari,2,1186.0,2.0,65.0,5480.607082630691
711,Banashankari,3,1650.0,3.0,101.0,6121.212121212121
712,Banashankari,3,1300.0,2.0,55.0,4230.7692307692305
713,Banashankari,2,1181.0,2.0,75.0,6350.550381033023
714,Banashankari,2,1105.0,2.0,90.0,8144.796380090498
715,Banashankari,1,720.0,1.0,60.0,8333.333333333334
716,Banashankari,2,1040.0,2.0,45.0,4326.923076923077
717,Banashankari,2,1330.0,2.0,77.0,5789.473684210527
718,Banashankari,2,1200.0,2.0,49.0,4083.3333333333335
719,Banashankari,2,1185.0,2.0,67.0,5654.008438818565
720,Banashankari,2,1000.0,2.0,50.0,5000.0
721,Banashankari,3,1650.0,3.0,90.75,5500.0
722,Banashankari,3,1650.0,3.0,101.0,6121.212121212121
723,Banashankari,2,1310.0,2.0,80.43,6139.69465648855
724,Banashankari,2,600.0,1.0,27.0,4500.0
725,Banashankari,2,1430.0,2.0,87.8,6139.8601398601395
726,Banashankari,2,1020.0,2.0,42.83,4199.019607843137
727,Banashankari,3,1372.0,2.0,48.02,3500.0
728,Banashankari,3,1540.0,3.0,80.0,5194.805194805195
729,Banashankari,3,1683.0,3.0,115.0,6833.036244800951
730,Banashankari,3,1800.0,3.0,125.0,6944.444444444444
731,Banashankari,2,1175.0,2.0,41.13,3500.4255319148942
732,Banashankari,3,1750.0,2.0,89.0,5085.714285714285
733,Banashankari,2,1450.0,2.0,50.75,3500.0
734,Banashankari,3,1770.0,3.0,108.0,6101.6949152542375
735,Banashankari,3,1800.0,3.0,125.0,6944.444444444444
736,Banashankari,3,1200.0,2.0,42.0,3500.0
737,Banashankari,3,1420.0,3.0,66.0,4647.887323943662
738,Banashankari,3,1200.0,3.0,74.52,6210.0
739,Banashankari,2,1100.0,2.0,63.0,5727.272727272727
740,Banashankari,2,1020.0,2.0,40.79,3999.0196078431372
741,Banashankari,2,1260.0,2.0,75.0,5952.380952380952
742,Banashankari,3,1340.0,2.0,53.6,4000.0
743,Banashankari,3,1426.0,3.0,85.0,5960.729312762974
744,Banashankari Stage II,2,1700.0,2.0,150.0,8823.529411764706
745,Banashankari Stage II,4,1200.0,2.0,150.0,12500.0
746,Banashankari Stage II,3,1500.0,2.0,120.0,8000.0
747,Banashankari Stage II,5,2400.0,3.0,510.0,21250.0
748,Banashankari Stage II,3,1240.0,2.0,59.52,4800.0
749,Banashankari Stage II,2,1250.0,2.0,110.0,8800.0
750,Banashankari Stage II,3,1260.0,2.0,95.0,7539.68253968254
751,Banashankari Stage II,3,2400.0,2.0,300.0,12500.0
752,Banashankari Stage II,2,1400.0,2.0,100.0,7142.857142857143
753,Banashankari Stage II,5,2800.0,3.0,425.0,15178.57142857143
754,Banashankari Stage II,3,3000.0,3.0,450.0,15000.0
755,Banashankari Stage II,3,1200.0,2.0,198.0,16500.0
756,Banashankari Stage II,2,1245.0,2.0,125.0,10040.160642570281
757,Banashankari Stage III,3,1305.0,2.0,58.7,4498.08429118774
758,Banashankari Stage III,2,1145.0,2.0,58.4,5100.436681222707
759,Banashankari Stage III,3,1650.0,3.0,118.0,7151.515151515152
760,Banashankari Stage III,4,2400.0,4.0,240.0,10000.0
761,Banashankari Stage III,3,1350.0,2.0,68.0,5037.037037037037
762,Banashankari Stage III,4,2000.0,4.0,100.0,5000.0
763,Banashankari Stage III,3,1305.0,2.0,59.0,4521.072796934866
764,Banashankari Stage III,3,1305.0,2.0,60.0,4597.701149425287
765,Banashankari Stage III,2,1200.0,2.0,42.0,3500.0
766,Banashankari Stage III,3,1305.0,2.0,59.0,4521.072796934866
767,Banashankari Stage III,3,1480.0,3.0,75.48,5100.0
768,Banashankari Stage III,3,1305.0,2.0,59.0,4521.072796934866
769,Banashankari Stage III,2,1304.0,2.0,111.0,8512.269938650306
770,Banashankari Stage III,6,3000.0,6.0,150.0,5000.0
771,Banashankari Stage III,2,1085.0,2.0,50.0,4608.294930875576
772,Banashankari Stage III,3,1500.0,2.0,100.0,6666.666666666667
773,Banashankari Stage III,4,2100.0,3.0,147.0,7000.0
774,Banashankari Stage III,3,1420.0,2.0,95.0,6690.140845070423
775,Banashankari Stage V,3,1300.0,2.0,58.5,4500.0
776,Banashankari Stage V,3,1305.0,2.0,49.0,3754.7892720306513
777,Banashankari Stage V,2,1035.0,2.0,35.77,3456.038647342996
778,Banashankari Stage V,3,1355.0,2.0,61.0,4501.845018450184
779,Banashankari Stage V,3,1510.0,3.0,47.57,3150.3311258278145
780,Banashankari Stage V,3,1650.0,3.0,51.98,3150.3030303030305
781,Banashankari Stage V,3,1630.0,3.0,51.35,3150.306748466258
782,Banashankari Stage V,3,1510.0,3.0,47.57,3150.3311258278145
783,Banashankari Stage V,3,1315.0,2.0,49.0,3726.235741444867
784,Banashankari Stage V,3,1540.0,3.0,48.51,3150.0
785,Banashankari Stage V,2,920.0,2.0,41.5,4510.869565217391
786,Banashankari Stage VI,2,1177.5,2.0,59.935,5090.0212314225055
787,Banashankari Stage VI,4,4800.0,4.0,190.0,3958.3333333333335
788,Banashankari Stage VI,4,2800.0,4.0,89.0,3178.5714285714284
789,Banashankari Stage VI,4,2200.0,4.0,195.0,8863.636363636364
790,Banashankari Stage VI,2,1160.0,2.0,59.0,5086.206896551724
791,Banashankari Stage VI,2,1180.0,2.0,59.47,5039.830508474576
792,Banashankari Stage VI,3,1423.0,2.0,71.73,5040.758959943781
793,Banashankari Stage VI,3,1392.0,3.0,69.46,4989.942528735632
794,Banashankari Stage VI,3,1410.5,2.0,70.385,4990.074441687346
795,Banashankari Stage VI,4,4800.0,3.0,200.0,4166.666666666667
796,Banaswadi,2,1184.0,2.0,53.0,4476.351351351352
797,Banaswadi,2,1145.0,2.0,55.0,4803.493449781659
798,Banaswadi,2,1250.0,2.0,60.0,4800.0
799,Banaswadi,2,1365.0,2.0,73.0,5347.985347985348
800,Banaswadi,5,1903.0,6.0,140.0,7356.8050446663165
801,Banaswadi,2,1222.0,2.0,80.0,6546.6448445171845
802,Banaswadi,2,870.0,2.0,38.0,4367.816091954023
803,Banaswadi,2,1200.0,2.0,60.0,5000.0
804,Banaswadi,3,1600.0,3.0,74.5,4656.25
805,Banaswadi,1,527.0,1.0,35.0,6641.366223908918
806,Banaswadi,2,1340.0,2.0,73.0,5447.761194029851
807,Banaswadi,2,1008.0,2.0,52.0,5158.730158730159
808,Banaswadi,2,1105.0,2.0,57.0,5158.371040723982
809,Banjara Layout,2,1200.0,2.0,70.0,5833.333333333333
810,Banjara Layout,2,1050.0,2.0,64.8,6171.428571428572
811,Banjara Layout,2,753.0,3.0,59.5,7901.726427622842
812,Banjara Layout,3,2500.0,4.0,140.0,5600.0
813,Bannerghatta,4,3012.0,6.0,250.0,8300.132802124834
814,Bannerghatta,3,1665.0,3.0,110.0,6606.606606606607
815,Bannerghatta,3,2370.0,4.0,195.0,8227.848101265823
816,Bannerghatta,2,1100.0,2.0,66.0,6000.0
818,Bannerghatta,2,1113.0,2.0,70.0,6289.308176100629
819,Bannerghatta,2,1200.0,2.0,73.2,6100.0
820,Bannerghatta,2,1070.0,2.0,87.0,8130.841121495327
821,Bannerghatta,3,1776.0,3.0,124.0,6981.981981981982
822,Bannerghatta,3,1776.0,3.0,150.0,8445.945945945947
823,Bannerghatta Road,1,500.0,1.0,18.5,3700.0
824,Bannerghatta Road,2,1050.0,2.0,65.0,6190.476190476191
825,Bannerghatta Road,3,1170.0,2.0,66.0,5641.025641025641
826,Bannerghatta Road,1,595.0,1.0,33.32,5600.0
827,Bannerghatta Road,3,1445.0,3.0,95.0,6574.39446366782
828,Bannerghatta Road,3,1640.0,2.0,120.0,7317.073170731707
829,Bannerghatta Road,4,1380.0,3.0,58.0,4202.898550724638
830,Bannerghatta Road,3,1460.0,2.0,90.0,6164.3835616438355
831,Bannerghatta Road,3,1556.0,2.0,59.13,3800.1285347043704
