,location,bhk,total_area,bath,balcony,price,price_per_sqft
348,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
349,Anekal,2,656.0,2.0,1.0,2200000.0,3353.6585365853657
350,Anekal,2,620.0,2.0,1.0,2200000.0,3548.3870967741937
351,Anekal,1,530.0,1.0,1.0,1800000.0,3396.2264150943397
352,Anekal,3,1800.0,3.0,2.0,6800000.0,3777.777777777778
353,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
354,Anekal,2,1035.0,2.0,2.0,3829999.9999999995,3700.483091787439
355,Anekal,2,888.0,2.0,1.0,3400000.0,3828.828828828829
356,Anekal,2,1200.0,2.0,1.0,3610000.0,3008.3333333333335
357,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
358,Anekal,4,1200.0,2.0,1.0,3600000.0,3000.0
359,Anekal,2,766.0,2.0,2.0,2800000.0,3655.3524804177546
360,Anekal,2,620.0,1.0,1.0,2350000.0,3790.3225806451615
361,Anekal,3,1150.0,3.0,2.0,4500000.0,3913.0434782608695
362,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
363,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
364,Anekal,1,456.0,1.0,1.0,1500000.0,3289.4736842105262
365,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
366,Anekal,2,1200.0,1.0,1.0,3600000.0,3000.0
367,Anekal,3,2400.0,4.0,0.0,9500000.0,3958.3333333333335
368,Anekal,2,1200.0,2.0,1.0,3610000.0,3008.3333333333335
369,Anekal,2,1200.0,2.0,1.0,3610000.0,3008.3333333333335
370,Anekal,2,680.0,1.0,1.0,2100000.0,3088.235294117647
371,Anekal,1,420.0,1.0,1.0,1250000.0,2976.190476190476
372,Anekal,2,625.0,1.0,1.0,2500000.0,4000.0
373,Anjanapura,4,1850.0,4.0,2.0,8600000.0,4648.648648648648
374,Anjanapura,2,1070.0,2.0,2.0,3900000.0,3644.8598130841124
375,Anjanapura,2,1070.0,2.0,2.0,3700000.0,3457.9439252336447
376,Anjanapura,2,950.0,2.0,1.0,4000000.0,4210.526315789473
377,Anjanapura,3,1280.0,2.0,2.0,4500000.0,3515.625
378,Anjanapura,2,710.0,2.0,0.0,2500000.0,3521.1267605633802
379,Anjanapura,3,1347.0,2.0,1.0,3772000.0,2800.2969561989607
380,Anjanapura,2,950.0,2.0,0.0,3200000.0,3368.4210526315787
381,Anjanapura,4,1800.0,4.0,2.0,5500000.0,3055.5555555555557
382,Anjanapura,3,1843.0,3.0,1.0,8754000.0,4749.864351600651
383,Anjanapura,2,1076.0,2.0,1.0,3013000.0,2800.185873605948
384,Anjanapura,2,950.0,2.0,0.0,3000000.0,3157.8947368421054
385,Ardendale,3,1750.0,3.0,2.0,10000000.0,5714.285714285715
386,Ardendale,4,3198.0,4.0,3.0,20000000.0,6253.908692933083
387,Ardendale,3,1750.0,3.0,3.0,10000000.0,5714.285714285715
388,Ardendale,4,3200.0,4.0,1.0,20500000.0,6406.25
389,Ardendale,3,1728.0,3.0,2.0,9500000.0,5497.685185185185
390,Ardendale,3,1732.46,3.0,2.0,9200000.0,5310.367916142364
391,Ardendale,2,1224.0,2.0,2.0,7000000.0,5718.954248366013
392,Ardendale,3,1777.26,3.0,2.0,10500000.0,5907.970696465346
393,Ardendale,2,1224.0,2.0,2.0,6700000.0,5473.856209150327
394,Ardendale,3,1723.0,3.0,2.0,9500000.0,5513.6390017411495
395,Ardendale,3,1777.26,3.0,2.0,9200000.0,5176.507657855351
396,Arekere,3,2060.0,3.0,2.0,14000000.0,6796.116504854369
397,Arekere,2,920.0,2.0,1.0,4000000.0,4347.826086956522
398,Arekere,3,1740.0,2.0,1.0,9500000.0,5459.770114942528
399,Arekere,2,1190.0,2.0,2.0,5500000.0,4621.848739495798
400,Arekere,1,600.0,1.0,1.0,2800000.0,4666.666666666667
401,Arekere,3,2072.0,3.0,2.0,10800000.0,5212.355212355213
402,Arekere,2,1100.0,2.0,2.0,5500000.0,5000.0
403,Arekere,2,900.0,2.0,3.0,5000000.0,5555.555555555556
404,Arekere,4,2710.0,6.0,2.0,14200000.0,5239.852398523985
405,Arekere,2,1240.0,2.0,2.0,6000000.0,4838.709677419355
406,Arekere,2,900.0,2.0,1.0,4450000.0,4944.444444444444
407,Attibele,1,450.0,1.0,1.0,1100000.0,2444.4444444444443
408,Attibele,4,1600.0,4.0,0.0,5280000.0,3300.0
409,Attibele,2,656.0,2.0,1.0,2500000.0,3810.9756097560976
410,Attibele,1,400.0,1.0,1.0,1100000.0,2750.0
411,Attibele,1,400.0,1.0,1.0,1200000.0,3000.0
412,Attibele,1,400.0,1.0,1.0,1400000.0,3500.0
413,Attibele,1,500.0,1.0,1.0,1700000.0,3400.0
414,Attibele,1,395.0,1.0,1.0,1025000.0,2594.9367088607596
415,Attibele,3,1639.0,2.0,1.0,4097999.9999999995,2500.305064063453
416,Attibele,1,418.0,1.0,1.0,1200000.0,2870.813397129187
417,Attibele,2,1200.0,2.0,2.0,4200000.0,3500.0
418,Attibele,1,400.0,1.0,1.0,1000000.0,2500.0
419,Attibele,2,695.0,1.0,1.0,2500000.0,3597.122302158273
420,Attibele,2,850.0,1.0,1.0,2500000.0,2941.176470588235
421,Attibele,1,450.0,1.0,1.0,1250000.0,2777.777777777778
422,Attibele,2,995.0,1.0,1.0,2488000.0,2500.502512562814
423,Attibele,2,900.0,1.0,1.0,2500000.0,2777.777777777778
424,Attibele,2,1174.0,2.0,1.0,2935000.0,2500.0
425,Attibele,1,782.0,1.0,0.0,1955000.0,2500.0
426,Attibele,2,1175.0,2.0,1.0,2938000.0,2500.425531914894
427,Attibele,2,656.0,2.0,1.0,2500000.0,3810.9756097560976
428,Attibele,1,400.0,1.0,1.0,1150000.0,2875.0
429,Attibele,1,460.0,1.0,1.0,1300000.0,2826.086956521739
430,Attibele,1,418.0,2.0,1.0,1150000.0,2751.196172248804
431,Attibele,2,996.0,2.0,1.0,2490000.0,2500.0
432,Attibele,1,410.0,1.0,1.0,1000000.0,2439.0243902439024
433,Attibele,3,1700.0,3.0,1.0,6500000.0,3823.529411764706
434,Attibele,1,400.0,1.0,1.0,1025000.0,2562.5
435,Attibele,2,656.0,2.0,1.0,2500000.0,3810.9756097560976
436,Attibele,1,520.0,1.0,1.0,1500000.0,2884.6153846153848
437,BEML Layout,2,1060.0,2.0,1.0,5500000.0,5188.679245283019
438,BEML Layout,3,2000.0,3.0,2.0,8500000.0,4250.0
439,BEML Layout,2,999.0,2.0,3.0,4500000.0,4504.504504504504
440,BEML Layout,3,2000.0,2.0,2.0,8500000.0,4250.0
441,BEML Layout,2,1194.0,2.0,1.0,6500000.0,5443.886097152429
442,BEML Layout,2,1200.0,2.0,2.0,6700000.0,5583.333333333333
443,BEML Layout,3,2000.0,3.0,2.0,8500000.0,4250.0
444,BEML Layout,3,2000.0,3.0,2.0,8500000.0,4250.0
445,BEML Layout,2,1194.0,2.0,1.0,6500000.0,5443.886097152429
446,BTM 2nd Stage,2,950.0,2.0,1.0,5200000.0,5473.684210526316
447,BTM 2nd Stage,3,1850.0,3.0,1.0,17000000.0,9189.18918918919
448,BTM 2nd Stage,2,1200.0,2.0,2.0,8000000.0,6666.666666666667
449,BTM 2nd Stage,2,1274.0,2.0,2.0,7000000.0,5494.505494505494
450,BTM 2nd Stage,2,1070.0,2.0,1.0,4800000.0,4485.981308411215
451,BTM 2nd Stage,2,1280.0,2.0,2.0,8000000.0,6250.0
452,BTM 2nd Stage,2,1100.0,2.0,2.0,7000000.0,6363.636363636364
453,BTM 2nd Stage,2,1000.0,2.0,2.0,5800000.0,5800.0
454,BTM 2nd Stage,2,1265.0,2.0,2.0,5500000.0,4347.826086956522
455,BTM 2nd Stage,3,2200.0,3.0,3.0,22000000.0,10000.0
456,BTM 2nd Stage,2,965.0,2.0,2.0,5600000.0,5803.108808290155
457,BTM 2nd Stage,2,1147.0,2.0,1.0,7500000.0,6538.7968613775065
458,BTM 2nd Stage,3,1750.0,3.0,3.0,17200000.0,9828.57142857143
459,BTM 2nd Stage,2,1400.0,2.0,3.0,9000000.0,6428.571428571428
460,BTM 2nd Stage,2,1200.0,2.0,2.0,7000000.0,5833.333333333333
461,BTM 2nd Stage,2,1100.0,2.0,2.0,4700000.0,4272.727272727273
462,BTM 2nd Stage,2,930.0,2.0,2.0,4600000.0,4946.236559139785
463,BTM 2nd Stage,3,1265.0,2.0,3.0,5500000.0,4347.826086956522
464,BTM Layout,2,1150.0,2.0,2.0,6300000.0,5478.260869565217
465,BTM Layout,6,3300.0,6.0,3.0,16500000.0,5000.0
466,BTM Layout,3,1450.0,2.0,2.0,8100000.0,5586.206896551724
467,BTM Layout,3,1458.0,3.0,2.0,7900000.0,5418.38134430727
468,BTM Layout,2,935.0,2.0,1.0,5150000.0,5508.0213903743315
469,BTM Layout,2,1020.0,2.0,1.0,4650000.0,4558.823529411765
470,BTM Layout,3,1300.0,2.0,1.0,7500000.0,5769.2307692307695
471,BTM Layout,3,1540.0,2.0,2.0,7800000.0,5064.935064935065
472,BTM Layout,1,450.0,1.0,1.0,2000000.0,4444.444444444444
473,BTM Layout,2,1196.0,2.0,2.0,5681000.0,4750.0
474,BTM Layout,3,1470.0,2.0,2.0,9900000.0,6734.693877551021
475,Babusapalaya,3,1213.0,2.0,2.0,4139000.0,3412.201154163232
476,Babusapalaya,3,1611.0,2.0,2.0,6600000.0,4096.83426443203
477,Babusapalaya,3,1167.0,2.0,2.0,3997999.9999999995,3425.8783204798624
478,Babusapalaya,3,1675.0,3.0,3.0,7500000.0,4477.611940298508
479,Babusapalaya,2,1141.0,2.0,1.0,4600000.0,4031.5512708150745
480,Babusapalaya,2,1500.0,2.0,2.0,5700000.0,3800.0
481,Babusapalaya,2,1050.0,2.0,3.0,4500000.0,4285.714285714285
482,Babusapalaya,2,1141.0,2.0,1.0,4590000.0,4022.787028921998
483,Babusapalaya,3,1230.0,3.0,3.0,5300000.0,4308.943089430894
484,Babusapalaya,2,1105.0,2.0,1.0,4000000.0,3619.9095022624433
485,Babusapalaya,2,1450.0,2.0,1.0,5599000.0,3861.3793103448274
486,Babusapalaya,2,1100.0,2.0,2.0,3800000.0,3454.5454545454545
487,Babusapalaya,2,1061.0,2.0,1.0,3895000.0000000005,3671.065032987748
488,Babusapalaya,2,1061.0,2.0,1.0,3400000.0,3204.5240339302545
489,Badavala Nagar,3,1494.0,2.0,2.0,9455000.0,6328.647925033467
490,Badavala Nagar,3,1494.0,2.0,2.0,9455000.0,6328.647925033467
491,Badavala Nagar,3,1494.0,2.0,2.0,9455000.0,6328.647925033467
492,Balagere,2,1210.0,2.0,1.0,7200000.0,5950.413223140496
493,Balagere,2,1205.0,2.0,1.0,7850000.0,6514.522821576764
494,Balagere,2,1145.0,2.0,2.0,6500000.0,5676.855895196507
495,Balagere,2,1007.0,2.0,1.0,6500000.0,6454.816285998014
496,Balagere,2,1205.0,2.0,1.0,7000000.0,5809.128630705394
497,Balagere,2,1210.0,2.0,1.0,7400000.0,6115.702479338843
498,Balagere,1,675.0,1.0,1.0,4500000.0,6666.666666666667
499,Balagere,1,656.0,1.0,1.0,4300000.0,6554.878048780488
500,Balagere,2,1012.0,2.0,1.0,6400000.0,6324.110671936759
501,Balagere,2,1007.0,2.0,1.0,6200000.0,6156.901688182721
502,Balagere,2,1007.0,2.0,1.0,6700000.0,6653.4260178748755
503,Balagere,2,1007.0,2.0,1.0,6600000.0,6554.121151936445
504,Balagere,2,1210.0,2.0,1.0,6900000.0,5702.479338842975
505,Balagere,2,1012.0,2.0,1.0,6500000.0,6422.924901185771
506,Balagere,1,656.0,1.0,1.0,3877000.0000000005,5910.0609756097565
507,Balagere,1,645.0,1.0,1.0,3900000.0,6046.511627906977
508,Balagere,1,645.0,1.0,1.0,4100000.0,6356.589147286822
509,Balagere,2,1205.0,2.0,1.0,7387000.0,6130.290456431535
510,Balagere,2,1205.0,2.0,1.0,6700000.0,5560.165975103734
511,Balagere,2,1205.0,2.0,1.0,7900000.0,6556.016597510374
512,Banashankari,3,1470.0,2.0,1.0,8864000.0,6029.931972789115
513,Banashankari,3,1300.0,2.0,2.0,7500000.0,5769.2307692307695
514,Banashankari,3,1800.0,3.0,2.0,11500000.0,6388.888888888889
515,Banashankari,2,1125.0,2.0,1.0,6300000.0,5600.0
516,Banashankari,3,1340.0,2.0,3.0,5360000.0,4000.0
517,Banashankari,2,1310.0,2.0,2.0,8000000.0,6106.8702290076335
518,Banashankari,3,2600.0,4.0,1.0,13500000.0,5192.307692307692
519,Banashankari,2,1260.0,2.0,3.0,7500000.0,5952.380952380952
520,Banashankari,2,1170.0,2.0,2.0,4679000.0,3999.1452991452993
521,Banashankari,3,1350.0,2.0,0.0,8300000.0,6148.148148148148
522,Banashankari,2,1330.0,2.0,1.0,7800000.0,5864.661654135339
523,Banashankari,3,1400.0,2.0,1.0,7800000.0,5571.428571428572
524,Banashankari,3,1700.0,3.0,2.0,12500000.0,7352.941176470588
525,Banashankari,2,1020.0,2.0,2.0,4079000.0,3999.0196078431372
526,Banashankari,2,1600.0,2.0,1.0,6398000.0,3998.75
527,Banashankari,2,1390.0,2.0,2.0,8600000.0,6187.050359712231
528,Banashankari,2,1460.0,2.0,3.0,7000000.0,4794.520547945205
529,Banashankari,2,1200.0,2.0,1.0,6000000.0,5000.0
530,Banashankari,2,1290.0,2.0,2.0,8000000.0,6201.550387596899
531,Banashankari,2,1186.0,2.0,3.0,6500000.0,5480.607082630691
532,Banashankari,3,1650.0,3.0,2.0,10100000.0,6121.212121212121
533,Banashankari,3,1300.0,2.0,2.0,5500000.0,4230.7692307692305
534,Banashankari,2,1181.0,2.0,1.0,7500000.0,6350.550381033023
535,Banashankari,2,1040.0,2.0,3.0,4500000.0,4326.923076923077
536,Banashankari,2,1330.0,2.0,2.0,7700000.0,5789.473684210527
537,Banashankari,2,1200.0,2.0,3.0,4900000.0,4083.3333333333335
538,Banashankari,2,1185.0,2.0,2.0,6700000.0,5654.008438818565
539,Banashankari,2,1000.0,2.0,1.0,5000000.0,5000.0
540,Banashankari,3,1650.0,3.0,2.0,9075000.0,5500.0
541,Banashankari,3,1650.0,3.0,2.0,10100000.0,6121.212121212121
542,Banashankari,2,1310.0,2.0,2.0,8043000.000000001,6139.69465648855
543,Banashankari,2,600.0,1.0,0.0,2700000.0,4500.0
544,Banashankari,2,1430.0,2.0,2.0,8780000.0,6139.8601398601395
545,Banashankari,2,1020.0,2.0,1.0,4283000.0,4199.019607843137
546,Banashankari,3,1540.0,3.0,3.0,8000000.0,5194.805194805195
547,Banashankari,3,1683.0,3.0,2.0,11500000.0,6833.036244800951
548,Banashankari,3,1800.0,3.0,2.0,12500000.0,6944.444444444444
549,Banashankari,3,1750.0,2.0,2.0,8900000.0,5085.714285714285
550,Banashankari,3,1770.0,3.0,3.0,10800000.0,6101.6949152542375
551,Banashankari,3,1800.0,3.0,2.0,12500000.0,6944.444444444444
552,Banashankari,3,1420.0,3.0,1.0,6600000.0,4647.887323943662
553,Banashankari,3,1200.0,3.0,2.0,7452000.0,6210.0
554,Banashankari,2,1100.0,2.0,1.0,6300000.0,5727.272727272727
555,Banashankari,2,1020.0,2.0,2.0,4079000.0,3999.0196078431372
556,Banashankari,2,1260.0,2.0,3.0,7500000.0,5952.380952380952
557,Banashankari,3,1340.0,2.0,2.0,5360000.0,4000.0
558,Banashankari,3,1426.0,3.0,2.0,8500000.0,5960.729312762974
559,Banashankari Stage II,2,1700.0,2.0,2.0,15000000.0,8823.529411764706
560,Banashankari Stage II,4,1200.0,2.0,1.0,15000000.0,12500.0
561,Banashankari Stage II,3,1500.0,2.0,1.0,12000000.0,8000.0
564,Banashankari Stage II,2,1250.0,2.0,2.0,11000000.0,8800.0
565,Banashankari Stage II,3,1260.0,2.0,1.0,9500000.0,7539.68253968254
566,Banashankari Stage II,3,2400.0,2.0,2.0,30000000.0,12500.0
567,Banashankari Stage II,5,2800.0,3.0,2.0,42500000.0,15178.57142857143
568,Banashankari Stage II,3,3000.0,3.0,2.0,45000000.0,15000.0
569,Banashankari Stage II,2,1245.0,2.0,1.0,12500000.0,10040.160642570281
570,Banashankari Stage III,3,1305.0,2.0,1.0,5870000.0,4498.08429118774
571,Banashankari Stage III,2,1145.0,2.0,3.0,5840000.0,5100.436681222707
572,Banashankari Stage III,3,1650.0,3.0,2.0,11800000.0,7151.515151515152
573,Banashankari Stage III,4,2400.0,4.0,1.0,24000000.0,10000.0
574,Banashankari Stage III,3,1350.0,2.0,2.0,6800000.0,5037.037037037037
575,Banashankari Stage III,4,2000.0,4.0,0.0,10000000.0,5000.0
576,Banashankari Stage III,3,1305.0,2.0,1.0,5900000.0,4521.072796934866
577,Banashankari Stage III,3,1305.0,2.0,1.0,6000000.0,4597.701149425287
578,Banashankari Stage III,3,1305.0,2.0,1.0,5900000.0,4521.072796934866
579,Banashankari Stage III,3,1480.0,3.0,1.0,7548000.0,5100.0
580,Banashankari Stage III,3,1305.0,2.0,1.0,5900000.0,4521.072796934866
581,Banashankari Stage III,2,1304.0,2.0,0.0,11100000.0,8512.269938650306
582,Banashankari Stage III,6,3000.0,6.0,2.0,15000000.0,5000.0
583,Banashankari Stage III,2,1085.0,2.0,1.0,5000000.0,4608.294930875576
584,Banashankari Stage III,3,1500.0,2.0,2.0,10000000.0,6666.666666666667
585,Banashankari Stage III,4,2100.0,3.0,1.0,14700000.0,7000.0
586,Banashankari Stage III,3,1420.0,2.0,2.0,9500000.0,6690.140845070423
587,Banashankari Stage V,3,1305.0,2.0,2.0,4900000.0,3754.7892720306513
588,Banashankari Stage V,2,1035.0,2.0,2.0,3577000.0000000005,3456.038647342996
589,Banashankari Stage V,3,1510.0,3.0,3.0,4757000.0,3150.3311258278145
590,Banashankari Stage V,3,1650.0,3.0,2.0,5198000.0,3150.3030303030305
591,Banashankari Stage V,3,1630.0,3.0,2.0,5135000.0,3150.306748466258
592,Banashankari Stage V,3,1510.0,3.0,3.0,4757000.0,3150.3311258278145
593,Banashankari Stage V,3,1315.0,2.0,2.0,4900000.0,3726.235741444867
594,Banashankari Stage V,3,1540.0,3.0,2.0,4851000.0,3150.0
595,Banashankari Stage VI,2,1177.5,2.0,0.0,5993500.0,5090.0212314225055
596,Banashankari Stage VI,4,4800.0,4.0,3.0,19000000.0,3958.3333333333335
597,Banashankari Stage VI,2,1160.0,2.0,1.0,5900000.0,5086.206896551724
598,Banashankari Stage VI,2,1180.0,2.0,1.0,5947000.0,5039.830508474576
599,Banashankari Stage VI,3,1423.0,2.0,1.0,7173000.0,5040.758959943781
600,Banashankari Stage VI,3,1392.0,3.0,1.0,6945999.999999999,4989.942528735632
601,Banashankari Stage VI,3,1410.5,2.0,0.0,7038500.000000001,4990.074441687346
602,Banashankari Stage VI,4,4800.0,3.0,2.0,20000000.0,4166.666666666667
603,Banaswadi,2,1184.0,2.0,3.0,5300000.0,4476.351351351352
604,Banaswadi,2,1145.0,2.0,2.0,5500000.0,4803.493449781659
605,Banaswadi,2,1250.0,2.0,0.0,6000000.0,4800.0
606,Banaswadi,2,1365.0,2.0,2.0,7300000.0,5347.985347985348
607,Banaswadi,2,1222.0,2.0,2.0,8000000.0,6546.6448445171845
608,Banaswadi,2,870.0,2.0,2.0,3800000.0,4367.816091954023
609,Banaswadi,2,1200.0,2.0,3.0,6000000.0,5000.0
610,Banaswadi,3,1600.0,3.0,2.0,7450000.0,4656.25
611,Banaswadi,1,527.0,1.0,0.0,3500000.0,6641.366223908918
612,Banaswadi,2,1340.0,2.0,2.0,7300000.0,5447.761194029851
613,Banaswadi,2,1008.0,2.0,2.0,5200000.0,5158.730158730159
614,Banaswadi,2,1105.0,2.0,2.0,5700000.0,5158.371040723982
616,Banjara Layout,2,1050.0,2.0,1.0,6480000.0,6171.428571428572
617,Banjara Layout,2,753.0,3.0,3.0,5950000.0,7901.726427622842
619,Bannerghatta,3,1665.0,3.0,3.0,11000000.0,6606.606606606607
620,Bannerghatta,2,1100.0,2.0,1.0,6600000.0,6000.0
621,Bannerghatta,2,1113.0,2.0,1.0,7000000.0,6289.308176100629
622,Bannerghatta,2,1200.0,2.0,2.0,7320000.0,6100.0
623,Bannerghatta,3,1776.0,3.0,2.0,12400000.0,6981.981981981982
624,Bannerghatta Road,2,1050.0,2.0,1.0,6500000.0,6190.476190476191
625,Bannerghatta Road,3,1170.0,2.0,1.0,6600000.0,5641.025641025641
626,Bannerghatta Road,1,595.0,1.0,1.0,3332000.0,5600.0
627,Bannerghatta Road,4,1380.0,3.0,0.0,5800000.0,4202.898550724638
628,Bannerghatta Road,3,1460.0,2.0,1.0,9000000.0,6164.3835616438355
629,Bannerghatta Road,2,1179.0,2.0,1.0,6602000.0,5599.660729431722
630,Bannerghatta Road,2,1122.5,2.0,0.0,5893500.0,5250.334075723831
631,Bannerghatta Road,2,793.0,2.0,1.0,4500000.0,5674.653215636822
632,Bannerghatta Road,2,1400.0,2.0,2.0,7800000.0,5571.428571428572
633,Bannerghatta Road,5,2700.0,5.0,0.0,15800000.0,5851.851851851852
634,Bannerghatta Road,3,1654.0,3.0,2.0,10000000.0,6045.949214026602
635,Bannerghatta Road,2,1181.0,2.0,0.0,5500000.0,4657.070279424217
636,Bannerghatta Road,3,1460.0,2.0,2.0,7200000.0,4931.506849315068
637,Bannerghatta Road,2,1200.0,2.0,2.0,7500000.0,6250.0
638,Bannerghatta Road,1,595.0,1.0,1.0,3183000.0,5349.579831932773
639,Bannerghatta Road,2,1105.0,2.0,1.0,5100000.0,4615.384615384615
640,Bannerghatta Road,2,1255.0,2.0,2.0,6526000.000000001,5200.000000000001
641,Bannerghatta Road,3,1550.0,3.0,2.0,7800000.0,5032.258064516129
642,Bannerghatta Road,3,1550.0,3.0,2.0,8200000.0,5290.322580645161
643,Bannerghatta Road,3,1550.0,2.0,2.0,7500000.0,4838.709677419355
644,Bannerghatta Road,2,912.0,2.0,1.0,5500000.0,6030.701754385965
645,Bannerghatta Road,2,1218.0,2.0,1.0,7300000.0,5993.431855500821
646,Bannerghatta Road,2,1115.0,2.0,1.0,6512000.0,5840.358744394619
647,Bannerghatta Road,3,1893.0,3.0,2.0,10000000.0,5282.620179609086
648,Bannerghatta Road,3,1600.0,3.0,2.0,9500000.0,5937.5
649,Bannerghatta Road,2,1275.0,2.0,2.0,6500000.0,5098.0392156862745
650,Bannerghatta Road,2,892.0,2.0,1.0,3900000.0,4372.197309417041
651,Bannerghatta Road,3,1880.0,3.0,2.0,9500000.0,5053.191489361702
652,Bannerghatta Road,2,1260.0,2.0,2.0,7000000.0,5555.555555555556
653,Bannerghatta Road,3,1788.0,3.0,2.0,9000000.0,5033.557046979866
654,Bannerghatta Road,2,1150.0,2.0,2.0,6500000.0,5652.173913043478
655,Bannerghatta Road,4,10000.0,4.0,0.0,45000000.0,4500.0
656,Bannerghatta Road,3,1400.0,3.0,1.0,6800000.0,4857.142857142857
657,Bannerghatta Road,3,1725.0,3.0,1.0,11000000.0,6376.811594202899
658,Bannerghatta Road,3,9000.0,4.0,1.0,39000000.0,4333.333333333333
659,Bannerghatta Road,3,1486.0,3.0,1.0,8322000.0,5600.269179004038
660,Bannerghatta Road,3,1460.0,2.0,2.0,7500000.0,5136.986301369863
661,Bannerghatta Road,2,1015.0,2.0,0.0,4800000.0,4729.064039408867
662,Bannerghatta Road,2,1115.0,2.0,1.0,6100000.0,5470.85201793722
663,Bannerghatta Road,2,1136.0,2.0,1.0,4800000.0,4225.352112676056
664,Bannerghatta Road,3,1200.0,2.0,2.0,6900000.0,5750.0
665,Bannerghatta Road,3,1465.0,2.0,1.0,7600000.0,5187.713310580205
666,Bannerghatta Road,2,1302.5,2.0,0.0,6773000.0,5200.0
667,Bannerghatta Road,2,1200.0,2.0,2.0,6500000.0,5416.666666666667
668,Bannerghatta Road,2,1240.0,2.0,1.0,6500000.0,5241.935483870968
669,Bannerghatta Road,3,1100.0,2.0,2.0,5200000.0,4727.272727272727
670,Bannerghatta Road,3,1532.5,3.0,0.0,8429000.0,5500.163132137031
671,Bannerghatta Road,2,1268.0,2.0,1.0,6900000.0,5441.640378548896
672,Bannerghatta Road,3,1450.0,2.0,2.0,8700000.0,6000.0
673,Bannerghatta Road,3,1625.0,2.0,3.0,7500000.0,4615.384615384615
674,Bannerghatta Road,2,960.0,2.0,3.0,5800000.0,6041.666666666667
675,Bannerghatta Road,2,1275.0,2.0,1.0,7300000.0,5725.490196078431
676,Bannerghatta Road,2,1240.0,2.0,1.0,7100000.0,5725.806451612903
677,Bannerghatta Road,3,1305.0,2.0,2.0,6000000.0,4597.701149425287
678,Bannerghatta Road,2,1215.0,2.0,1.0,6800000.0,5596.707818930041
679,Bannerghatta Road,2,1215.0,2.0,1.0,6800000.0,5596.707818930041
680,Bannerghatta Road,3,1894.0,3.0,1.0,11500000.0,6071.805702217529
681,Bannerghatta Road,3,1693.0,3.0,2.0,8900000.0,5256.940342587123
682,Bannerghatta Road,2,1280.0,2.0,2.0,6016000.0,4700.0
683,Bannerghatta Road,4,3230.0,5.0,0.0,16500000.0,5108.359133126935
684,Bannerghatta Road,1,630.0,1.0,2.0,3500000.0,5555.555555555556
685,Bannerghatta Road,2,1215.0,2.0,1.0,6800000.0,5596.707818930041
686,Bannerghatta Road,3,1365.0,3.0,1.0,7618000.000000001,5580.952380952382
687,Bannerghatta Road,3,1532.5,3.0,0.0,7946500.0,5185.318107667211
688,Bannerghatta Road,3,1655.0,3.0,3.0,9000000.0,5438.0664652567975
689,Bannerghatta Road,3,1650.0,3.0,1.0,9400000.0,5696.969696969697
690,Bannerghatta Road,2,1000.0,2.0,1.0,5000000.0,5000.0
691,Bannerghatta Road,4,2185.0,3.0,3.0,12000000.0,5491.990846681922
692,Bannerghatta Road,2,1012.0,2.0,1.0,4500000.0,4446.640316205534
693,Bannerghatta Road,3,1725.0,3.0,3.0,8500000.0,4927.536231884058
694,Bannerghatta Road,3,1460.0,2.0,2.0,8000000.0,5479.45205479452
695,Bannerghatta Road,2,1340.0,2.0,3.0,8500000.0,6343.2835820895525
696,Bannerghatta Road,3,1520.0,2.0,3.0,8100000.0,5328.9473684210525
697,Bannerghatta Road,3,2826.0,3.0,1.0,14800000.0,5237.0842179759375
698,Bannerghatta Road,2,1115.0,2.0,1.0,6100000.0,5470.85201793722
699,Bannerghatta Road,2,1000.0,2.0,1.0,4450000.0,4450.0
700,Bannerghatta Road,3,1640.0,3.0,2.0,10500000.0,6402.4390243902435
701,Bannerghatta Road,2,1012.0,2.0,1.0,4400000.0,4347.826086956522
702,Bannerghatta Road,3,1660.0,3.0,2.0,8500000.0,5120.481927710844
703,Bannerghatta Road,3,1880.0,3.0,2.0,9650000.0,5132.978723404255
704,Bannerghatta Road,3,1550.0,3.0,2.0,9600000.0,6193.548387096775
705,Bannerghatta Road,2,1200.0,2.0,2.0,7800000.0,6500.0
706,Bannerghatta Road,3,1453.0,2.0,2.0,7300000.0,5024.088093599449
707,Bannerghatta Road,3,1450.0,2.0,2.0,7800000.0,5379.310344827586
708,Bannerghatta Road,1,700.0,1.0,1.0,3120000.0,4457.142857142857
709,Bannerghatta Road,3,1630.0,3.0,3.0,6800000.0,4171.7791411042945
710,Bannerghatta Road,3,1400.0,3.0,2.0,6900000.0,4928.571428571428
711,Bannerghatta Road,2,905.0,2.0,1.0,5800000.0,6408.839779005525
712,Bannerghatta Road,3,1465.0,2.0,1.0,7500000.0,5119.453924914676
713,Bannerghatta Road,3,1920.0,3.0,3.0,12200000.0,6354.166666666667
714,Bannerghatta Road,3,1660.0,3.0,3.0,8000000.0,4819.277108433735
715,Bannerghatta Road,3,1520.0,2.0,3.0,8000000.0,5263.1578947368425
716,Bannerghatta Road,3,1270.0,2.0,1.0,7300000.0,5748.031496062992
